22-07-2017,19:48:29	62.95223	-82.01602	-36	0	3	5.2	240
22-07-2017,19:51:40	62.95240	-82.01549	-34	3.7	2	3.3	153
22-07-2017,19:54:04	62.95256	-82.01474	10	0	3	7.0	114
22-07-2017,19:57:05	62.95215	-82.01514	-34	0	3	8.4	189
22-07-2017,20:00:06	62.95166	-82.01551	-24	22.2	3	12.1	158
22-07-2017,20:04:05	62.95104	-82.01669	-14	0	5	1.4	259
22-07-2017,20:06:05	62.95106	-82.01690	-10	0	4	9.0	187
22-07-2017,20:09:01	62.95099	-82.01658	-16	0	4	2.1	159
22-07-2017,20:12:04	62.95063	-82.01701	-14	0	5	1.3	175
22-07-2017,20:15:06	62.95068	-82.01780	-18	0	5	1.3	189
22-07-2017,20:18:04	62.95073	-82.01822	-14	0	5	1.2	176
22-07-2017,20:21:04	62.95033	-82.01823	-56	0	5	1.2	182
22-07-2017,20:24:10	62.95083	-82.01650	-4	0	5	1.2	178
22-07-2017,20:27:03	62.95105	-82.01548	-8	0	4	1.2	156
22-07-2017,20:30:02	62.95146	-82.01528	-8	0	4	1.4	182
22-07-2017,20:33:03	62.95113	-82.01460	-32	0	4	1.3	151
22-07-2017,20:36:03	62.95152	-82.01476	14	0	4	1.2	151
22-07-2017,20:39:06	62.95151	-82.01553	2	0	4	1.3	184
22-07-2017,20:42:02	62.94675	-82.01414	32	70.4	5	1.1	205
22-07-2017,20:45:05	62.94725	-82.01486	66	0	4	5.0	198
22-07-2017,20:48:05	62.94725	-82.01478	64	0	4	5.1	152
22-07-2017,20:51:05	62.94718	-82.01500	46	0	3	5.3	147
22-07-2017,20:54:07	62.94726	-82.01495	66	0	3	5.4	165
22-07-2017,20:57:05	62.94721	-82.01576	44	0	3	6.2	167
22-07-2017,21:00:05	62.94721	-82.01490	48	0	3	7.0	165
22-07-2017,21:03:33	62.94717	-82.01567	42	0	3	6.1	148
22-07-2017,21:06:05	62.94722	-82.01712	14	0	3	6.0	163
22-07-2017,21:09:05	62.94718	-82.01498	72	0	3	5.4	158
22-07-2017,21:12:05	62.94726	-82.01568	54	7.4	3	5.4	130
22-07-2017,21:15:05	62.94738	-82.01623	22	0	3	5.4	131
22-07-2017,21:18:05	62.94720	-82.01518	48	0	3	5.4	127
22-07-2017,21:21:06	62.94718	-82.01544	42	0	3	6.0	125
22-07-2017,21:24:07	62.94719	-82.01550	56	7.4	3	6.1	124
22-07-2017,21:27:05	62.94718	-82.01523	48	0	3	6.3	125
22-07-2017,21:30:08	62.94729	-82.01611	60	7.4	3	7.0	118
22-07-2017,21:33:16	62.94718	-82.01544	36	3.7	3	7.2	114
22-07-2017,21:36:30	62.94719	-82.01553	40	0	3	8.1	112
22-07-2017,21:39:10	62.94730	-82.01494	52	0	3	9.0	116
22-07-2017,21:54:52	62.94728	-82.01544	58	0	3	5.4	118
22-07-2017,21:57:07	62.94715	-82.01578	22	0	3	5.2	112
22-07-2017,22:00:05	62.94709	-82.01589	18	0	3	5.0	124
22-07-2017,22:03:32	62.94727	-82.01535	62	0	3	4.4	120
22-07-2017,22:06:04	62.94720	-82.01572	24	0	3	4.3	130
22-07-2017,22:09:05	62.94741	-82.01512	94	0	3	4.2	129
22-07-2017,22:12:05	62.94688	-82.01630	-34	0	3	4.1	132
22-07-2017,22:15:06	62.94699	-82.01576	-0	0	3	4.1	130
22-07-2017,22:18:05	62.94711	-82.01575	24	0	3	4.1	126
22-07-2017,22:21:05	62.94735	-82.01544	72	0	3	4.0	116
22-07-2017,22:24:08	62.94708	-82.01551	32	3.7	3	4.0	115
22-07-2017,22:27:11	62.94720	-82.01526	42	11.1	3	4.0	93
22-07-2017,22:30:42	62.94700	-82.01619	8	0	2	2.4	115
22-07-2017,22:34:01	62.94720	-82.01555	44	0	3	4.0	105
22-07-2017,22:36:25	62.94720	-82.01572	36	11.1	3	4.0	114
22-07-2017,22:39:51	62.94711	-82.01482	54	3.7	3	4.0	100
22-07-2017,22:42:49	62.94704	-82.01778	-48	0	3	4.0	89
22-07-2017,22:47:14	62.94705	-82.01610	14	0	3	2.4	110
22-07-2017,22:48:13	62.94715	-82.01594	24	0	4	3.3	135
22-07-2017,22:51:28	62.94712	-82.01614	22	0	3	23.3	168
22-07-2017,22:54:07	62.94743	-82.01353	106	0	3	16.2	133
22-07-2017,22:58:03	62.94717	-82.01580	32	0	3	11.3	152
22-07-2017,23:00:53	62.94716	-82.01588	28	0	3	9.3	150
22-07-2017,23:03:10	62.94701	-82.01622	0	0	3	8.3	146
