Logger ID;Year;Month;Day;Hour;Minute;Second;Latitude;Longitude;Speed;Searching time;Voltage;Temperature;Altitude;Div up;Div down;No GPS - timeout;No GPS - diving;In range;Diving duration;Raw latitude;Raw Longitude;Decision voltage
CGM11;2016;8;12;19;48;0;72.950700;-76.077667;2.0;71;3.93;;;;;;;;;7257042N;07604660W;
CGM11;2016;8;12;19;49;0;72.950617;-76.077483;2.1;8;3.93;;;;;;;;;7257037N;07604649W;
CGM11;2016;8;12;19;54;0;72.949433;-76.074533;0.4;10;3.94;;;;;;;;;7256966N;07604472W;
CGM11;2016;8;12;19;59;0;72.949667;-76.087550;32.;9;3.94;;;;;;;;;7256980N;07605253W;
CGM11;2016;8;12;20;5;0;72.942917;-76.094950;0.1;26;3.94;;;;;;;;;7256575N;07605697W;
CGM11;2016;8;12;20;10;0;72.944950;-76.093183;39.;34;3.94;;;;;;;;;7256697N;07605591W;
CGM11;2016;8;12;20;16;0;72.942900;-76.094783;0.1;32;3.94;;;;;;;;;7256574N;07605687W;
CGM11;2016;8;12;20;21;0;72.942900;-76.094883;0.2;10;3.94;;;;;;;;;7256574N;07605693W;
CGM11;2016;8;12;20;26;0;72.942833;-76.094733;0.1;10;3.94;;;;;;;;;7256570N;07605684W;
CGM11;2016;8;12;20;31;0;72.942800;-76.094683;0.6;9;3.94;;;;;;;;;7256568N;07605681W;
CGM11;2016;8;12;20;36;0;72.943000;-76.094700;0.1;9;3.94;;;;;;;;;7256580N;07605682W;
CGM11;2016;8;12;20;41;0;72.942900;-76.094900;16.;10;3.94;;;;;;;;;7256574N;07605694W;
CGM11;2016;8;12;20;46;0;72.955933;-76.077567;0.9;20;3.93;;;;;;;;;7257356N;07604654W;
CGM11;2016;8;12;20;51;0;72.963783;-76.077600;2.1;6;3.94;;;;;;;;;7257827N;07604656W;
CGM11;2016;8;12;20;56;0;72.972500;-76.074800;25.;8;3.94;;;;;;;;;7258350N;07604488W;
CGM11;2016;8;12;21;2;0;73.005667;-76.065867;23.;9;3.94;;;;;;;;;7300340N;07603952W;
CGM11;2016;8;12;21;7;0;73.038117;-76.054833;23.;10;3.94;;;;;;;;;7302287N;07603290W;
CGM11;2016;8;12;21;12;0;73.075717;-76.039150;28.;9;3.94;;;;;;;;;7304543N;07602349W;
