Logger ID;Year;Month;Day;Hour;Minute;Second;Latitude;Longitude;Speed;Searching time;Voltage;Temperature;Altitude;Div up;Div down;No GPS - timeout;No GPS - diving;In range;Diving duration;Raw latitude;Raw Longitude;Decision voltage
CGM12;2016;8;4;14;38;0;72.947917;-76.090967;2.7;7;3.94;;;;;;;;;7256875N;07605458W;
CGM12;2016;8;4;14;43;0;72.949000;-76.093200;1.6;14;3.93;;;;;;;;;7256940N;07605592W;
CGM12;2016;8;4;14;48;0;72.950617;-76.094083;1.9;7;3.94;;;;;;;;;7257037N;07605645W;
CGM12;2016;8;4;14;53;0;72.952517;-76.095667;1.6;7;3.94;;;;;;;;;7257151N;07605740W;
CGM12;2016;8;4;14;58;0;72.954317;-76.094367;1.8;7;3.94;;;;;;;;;7257259N;07605662W;
CGM12;2016;8;4;15;3;0;72.956233;-76.094300;1.7;8;3.93;;;;;;;;;7257374N;07605658W;
CGM12;2016;8;4;15;8;0;72.957650;-76.093117;0.9;7;3.93;;;;;;;;;7257459N;07605587W;
CGM12;2016;8;4;15;13;0;72.959650;-76.090600;1.0;7;3.94;;;;;;;;;7257579N;07605436W;
CGM12;2016;8;4;15;18;0;72.998983;-75.996917;38.;7;3.94;;;;;;;;;7259939N;07559815W;
CGM12;2016;8;4;15;23;0;73.047617;-75.901667;40.;7;3.94;;;;;;;;;7302857N;07554100W;
CGM12;2016;8;4;15;29;0;73.098333;-75.811683;40.;7;3.94;;;;;;;;;7305900N;07548701W;
CGM12;2016;8;4;15;34;0;73.109800;-75.785783;1.1;7;3.94;;;;;;;;;7306588N;07547147W;
CGM12;2016;8;4;15;39;0;73.110417;-75.786933;0.8;7;3.94;;;;;;;;;7306625N;07547216W;
CGM12;2016;8;4;15;44;0;73.111117;-75.788017;0.7;7;3.94;;;;;;;;;7306667N;07547281W;
CGM12;2016;8;4;15;49;0;73.111850;-75.789333;0.6;6;3.94;;;;;;;;;7306711N;07547360W;
CGM12;2016;8;4;15;54;0;73.113883;-75.787433;0.6;7;3.93;;;;;;;;;7306833N;07547246W;
CGM12;2016;8;4;15;59;0;73.155767;-75.724650;52.;7;3.94;;;;;;;;;7309346N;07543479W;
CGM12;2016;8;4;16;4;0;73.218750;-75.635667;43.;7;3.94;;;;;;;;;7313125N;07538140W;
CGM12;2016;8;4;16;9;0;73.227050;-75.615067;0.5;7;3.93;;;;;;;;;7313623N;07536904W;
CGM12;2016;8;4;16;14;0;73.227967;-75.612750;1.2;6;3.93;;;;;;;;;7313678N;07536765W;
CGM12;2016;8;4;16;34;0;73.232117;-75.603583;0.6;10;3.93;;;;;;;;;7313927N;07536215W;
CGM12;2016;8;4;16;40;0;73.232450;-75.603817;0.7;11;3.93;;;;;;;;;7313947N;07536229W;
CGM12;2016;8;4;16;45;0;73.233183;-75.604283;0.7;8;3.93;;;;;;;;;7313991N;07536257W;
CGM12;2016;8;4;16;50;0;73.233683;-75.604817;0.6;6;3.93;;;;;;;;;7314021N;07536289W;
CGM12;2016;8;4;16;55;0;73.234333;-75.603367;0.7;8;3.94;;;;;;;;;7314060N;07536202W;
CGM12;2016;8;4;17;0;0;73.237567;-75.594017;46.;7;3.93;;;;;;;;;7314254N;07535641W;
CGM12;2016;8;4;17;5;0;73.300067;-75.519433;49.;6;3.94;;;;;;;;;7318004N;07531166W;
CGM12;2016;8;4;17;10;0;73.346367;-75.458083;0.7;7;3.93;;;;;;;;;7320782N;07527485W;
CGM12;2016;8;4;17;15;0;73.348317;-75.451850;1.6;7;3.93;;;;;;;;;7320899N;07527111W;
