Logger ID;Year;Month;Day;Hour;Minute;Second;Latitude;Longitude;Speed;Searching time;Voltage;Temperature;Altitude;Div up;Div down;No GPS - timeout;No GPS - diving;In range;Diving duration;Raw latitude;Raw Longitude;Decision voltage
CGM11;2016;8;8;20;3;0;72.949900;-76.068617;1.4;10;3.98;;;;;;;;;7256994N;07604117W;
CGM11;2016;8;8;20;9;0;72.949933;-76.067750;0.4;10;3.98;;;;;;;;;7256996N;07604065W;
CGM11;2016;8;8;20;14;0;72.949983;-76.066017;4.2;3;3.99;;;;;;;;;7256999N;07603961W;
CGM11;2016;8;8;20;19;0;72.949867;-76.063533;1.0;10;3.99;;;;;;;;;7256992N;07603812W;
CGM11;2016;8;8;20;24;0;72.950650;-76.062917;1.4;9;3.98;;;;;;;;;7257039N;07603775W;
CGM11;2016;8;8;20;29;0;72.950217;-76.060667;0.6;10;3.99;;;;;;;;;7257013N;07603640W;
CGM11;2016;8;8;20;34;0;72.950517;-76.058950;12.;9;3.98;;;;;;;;;7257031N;07603537W;
CGM11;2016;8;8;20;39;0;72.950667;-76.057683;0.7;9;3.98;;;;;;;;;7257040N;07603461W;
CGM11;2016;8;8;20;44;0;72.950550;-76.057517;0.6;10;3.98;;;;;;;;;7257033N;07603451W;
CGM11;2016;8;8;20;49;0;72.950167;-76.056483;1.1;9;3.98;;;;;;;;;7257010N;07603389W;
CGM11;2016;8;8;20;54;0;72.949400;-76.051867;0.8;10;3.98;;;;;;;;;7256964N;07603112W;
CGM11;2016;8;8;21;1;0;72.953200;-76.092217;29.;8;3.98;;;;;;;;;7257192N;07605533W;
CGM11;2016;8;8;21;24;0;72.943100;-76.094800;0.1;57;3.97;;;;;;;;;7256586N;07605688W;
CGM11;2016;8;8;21;46;0;72.943033;-76.094933;0.4;10;3.98;;;;;;;;;7256582N;07605696W;
CGM11;2016;8;8;21;51;0;72.942833;-76.094733;0.3;10;3.98;;;;;;;;;7256570N;07605684W;
CGM11;2016;8;8;22;2;0;72.942933;-76.094750;1.6;7;3.98;;;;;;;;;7256576N;07605685W;
CGM11;2016;8;8;22;7;0;72.943033;-76.094667;0.5;9;3.98;;;;;;;;;7256582N;07605680W;
CGM11;2016;8;8;22;40;0;72.942683;-76.094867;0.2;42;3.97;;;;;;;;;7256561N;07605692W;
CGM11;2016;8;8;22;52;0;72.942733;-76.094883;2.8;12;3.97;;;;;;;;;7256564N;07605693W;
CGM11;2016;8;8;23;37;0;72.942850;-76.094833;0.4;49;3.96;;;;;;;;;7256571N;07605690W;
CGM11;2016;8;8;23;42;0;72.943017;-76.095233;0.1;34;3.97;;;;;;;;;7256581N;07605714W;
CGM11;2016;8;8;23;53;0;72.942883;-76.094767;0.2;6;3.97;;;;;;;;;7256573N;07605686W;
CGM11;2016;8;9;0;32;0;72.942867;-76.095100;0.3;7;3.97;;;;;;;;;7256572N;07605706W;
CGM11;2016;8;9;0;37;0;72.943050;-76.094983;0.1;8;3.97;;;;;;;;;7256583N;07605699W;
CGM11;2016;8;9;0;43;0;72.943000;-76.094817;0.7;6;3.96;;;;;;;;;7256580N;07605689W;
CGM11;2016;8;9;0;54;0;72.942883;-76.094900;0.4;7;3.97;;;;;;;;;7256573N;07605694W;
CGM11;2016;8;9;1;56;0;72.942100;-76.094817;0.7;14;3.96;;;;;;;;;7256526N;07605689W;
CGM11;2016;8;9;2;13;0;72.942850;-76.094883;0.3;26;3.96;;;;;;;;;7256571N;07605693W;
CGM11;2016;8;9;3;7;0;72.942867;-76.094783;0.1;41;3.94;;;;;;;;;7256572N;07605687W;
CGM11;2016;8;9;3;12;0;72.942800;-76.094783;0.3;17;3.95;;;;;;;;;7256568N;07605687W;
CGM11;2016;8;9;3;18;0;72.942950;-76.094717;0.1;28;3.95;;;;;;;;;7256577N;07605683W;
CGM11;2016;8;9;3;41;0;72.943150;-76.095150;0.9;45;3.94;;;;;;;;;7256589N;07605709W;
CGM11;2016;8;9;3;47;0;72.942983;-76.095083;0.2;41;3.94;;;;;;;;;7256579N;07605705W;
CGM11;2016;8;9;4;15;0;72.943000;-76.094867;0.0;32;3.94;;;;;;;;;7256580N;07605692W;
CGM11;2016;8;9;4;28;0;72.943000;-76.094883;0.1;47;3.94;;;;;;;;;7256580N;07605693W;
CGM11;2016;8;9;4;39;0;72.942517;-76.094867;0.5;26;3.93;;;;;;;;;7256551N;07605692W;
CGM11;2016;8;9;4;50;0;72.954100;-76.005333;33.;6;3.94;;;;;;;;;7257246N;07600320W;
CGM11;2016;8;9;4;55;0;72.955100;-75.998500;1.1;5;3.93;;;;;;;;;7257306N;07559910W;
CGM11;2016;8;9;5;0;0;72.956133;-75.999683;15.;5;3.93;;;;;;;;;7257368N;07559981W;
CGM11;2016;8;9;5;5;0;72.977917;-75.867783;34.;7;3.94;;;;;;;;;7258675N;07552067W;
CGM11;2016;8;9;5;10;0;72.998617;-75.718667;33.;5;3.94;;;;;;;;;7259917N;07543120W;
CGM11;2016;8;9;5;15;0;73.007267;-75.640617;0.2;7;3.93;;;;;;;;;7300436N;07538437W;
CGM11;2016;8;9;5;20;0;73.006817;-75.638417;0.6;4;3.94;;;;;;;;;7300409N;07538305W;
CGM11;2016;8;9;5;25;0;73.006100;-75.634967;0.5;8;3.94;;;;;;;;;7300366N;07538098W;
CGM11;2016;8;9;5;31;0;73.005933;-75.627750;0.6;30;3.93;;;;;;;;;7300356N;07537665W;
CGM11;2016;8;9;5;36;0;73.006000;-75.622283;0.4;6;3.94;;;;;;;;;7300360N;07537337W;
CGM11;2016;8;9;5;41;0;73.005600;-75.620267;1.4;13;3.93;;;;;;;;;7300336N;07537216W;
CGM11;2016;8;9;5;46;0;73.005117;-75.617800;0.2;5;3.94;;;;;;;;;7300307N;07537068W;
CGM11;2016;8;9;5;51;0;73.004883;-75.613217;1.0;42;3.93;;;;;;;;;7300293N;07536793W;
CGM11;2016;8;9;5;57;0;73.004933;-75.606983;0.7;7;3.93;;;;;;;;;7300296N;07536419W;
CGM11;2016;8;9;6;2;0;73.004267;-75.605150;0.8;7;3.93;;;;;;;;;7300256N;07536309W;
CGM11;2016;8;9;6;7;0;73.003617;-75.602400;0.7;5;3.94;;;;;;;;;7300217N;07536144W;
CGM11;2016;8;9;6;12;0;73.002900;-75.600533;0.7;5;3.94;;;;;;;;;7300174N;07536032W;
CGM11;2016;8;9;6;17;0;73.002033;-75.598200;1.1;5;3.94;;;;;;;;;7300122N;07535892W;
CGM11;2016;8;9;6;22;0;73.001367;-75.596500;0.9;5;3.94;;;;;;;;;7300082N;07535790W;
CGM11;2016;8;9;6;27;0;73.000550;-75.593367;1.8;5;3.94;;;;;;;;;7300033N;07535602W;
CGM11;2016;8;9;6;32;0;73.000333;-75.586950;1.1;5;3.94;;;;;;;;;7300020N;07535217W;
CGM11;2016;8;9;6;37;0;73.001000;-75.579067;0.8;31;3.92;;;;;;;;;7300060N;07534744W;
CGM11;2016;8;9;6;42;0;73.001467;-75.571217;2.3;8;3.93;;;;;;;;;7300088N;07534273W;
CGM11;2016;8;9;6;47;0;73.000650;-75.568800;0.5;5;3.93;;;;;;;;;7300039N;07534128W;
CGM11;2016;8;9;6;52;0;72.999983;-75.566117;1.5;5;3.94;;;;;;;;;7259999N;07533967W;
CGM11;2016;8;9;6;57;0;72.999133;-75.564267;1.0;10;3.94;;;;;;;;;7259948N;07533856W;
CGM11;2016;8;9;7;3;0;72.998250;-75.562150;0.1;10;3.94;;;;;;;;;7259895N;07533729W;
CGM11;2016;8;9;7;8;0;72.997133;-75.560433;1.2;8;3.94;;;;;;;;;7259828N;07533626W;
CGM11;2016;8;9;7;13;0;72.996233;-75.557850;1.6;8;3.94;;;;;;;;;7259774N;07533471W;
CGM11;2016;8;9;7;18;0;72.995400;-75.554533;0.8;7;3.94;;;;;;;;;7259724N;07533272W;
CGM11;2016;8;9;7;23;0;72.994617;-75.550667;0.3;14;3.94;;;;;;;;;7259677N;07533040W;
CGM11;2016;8;9;7;28;0;72.993383;-75.549633;0.6;7;3.94;;;;;;;;;7259603N;07532978W;
CGM11;2016;8;9;7;33;0;72.992350;-75.545317;1.0;21;3.93;;;;;;;;;7259541N;07532719W;
